ZZ3_IDEQU,ZZ3_FILIAL,ZZ3_PLACA,ZZ3_FROTA ,ZZ3_EMPEQU,ZZ3_POSSE,ZZ3_TIPEQU,ZZ3_OBS,ZZ3_DATDIG,D_E_L_E_T_,R_E_C_N_O_
378,,PVB6524,GOL,BRANDAO,CLIENTE,VLEVE,,,,
379,,BWI9885,1262,TCL,CLIENTE,BAU,,,,
380,,OTO9664,,SO FILTROS,FORNECEDOR,UTILIT,,,,
381,,DVT6669,JP44,SADA,CLIENTE,CEGSC,,,,
382,,DPE3037,JP44,SADA,CLIENTE,CAVMEC,,,,
383,,HXJ9821,H.FIT,,PROPRIO,VLEVE,,,,
384,,JTT6258,,TRANSREIS,FORNECEDOR,CAVMEC,,,,
385,,JUS0740,1010,LINAVE,PROPRIO,BAU,,,,
386,,KEU6480,1420,LINAVE,PROPRIO,BAU,,,,
387,,OWP3638,,ASA NORTE TRANSPORTES,FORNECEDOR,CAVMEC,,,,
388,,OWU5355,,ASA NORTE TRANSPORTE,FORNECEDOR,CSC,,,,
389,,OBX2639,,TRANSGLOBAL,CLIENTE,CAVMEC,,,,
390,,EWU1162,852,TRANSGLOBAL,CLIENTE,CSC,,,,
391,,HOF5396,,SADA TRANSPORTES,CLIENTE,CAVMEC,,,,
392,,HBN5650,771,SADA TRANSPORTES,CLIENTE,CSC,CEGONHA,,,
393,,NTC8345,,,PROPRIO,MOTO,THIAGO SOUSA,,,
394,,CBR7460,,FARINORTE ,CLIENTE,CAVMEC,,,,
395,,MQF3455,,FARINORTE,CLIENTE,BITREM,TANQUE,,,
396,,MFQ3461,,FARINORTE,CLIENTE,BITREM,TANQUE,,,
397,,ITM0571,,UNIUS LOG,CLIENTE,CAVMEC,,,,
398,,IRZ7634,,UNIUS LOG,CLIENTE,BAU,,,,
399,,NPB0929,,TCL,CLIENTE,CAVMEC,,,,
400,,EJY9509,,TCL,CLIENTE,BAU,,,,
401,,ITS2460,,TEGMA,CLIENTE,CAVMEC,,,,
402,,GKT1478,,TEGMA,CLIENTE,CEGSC,,,,
403,,NSK2041,,GOLD BRASIL,CLIENTE,TOCO,,,,
404,,JAH1609,91564,TEGMA,CLIENTE,CAVMEC,,,,
405,,BUP0690,91564,TEGMA,CLIENTE,CEGSC,,,,
406,,JUK0490,990,LINAVE,PROPRIO,BAU,,,,
407,,JTO4386,,LINAVE,PROPRIO,CAVMEC,,,,
408,,JUK1550,900,LINAVE,PROPRIO,BAU,,,,
409,,FTZ0222,,DEIVID GAS ,FORNECEDOR,MOTO,,,,
410,,NSY0233,AGLE,PREAMAR,CLIENTE,UTILIT,,,,
411,,BTR4479,90693,TEGMA,CLIENTE,CAVMEC,,,,
412,,BWS1417,90693,TEGMA,CLIENTE,CEGSC,,,,
413,,QDB8080,,RIO MISSISSIPI,CLIENTE,UTILIT,,,,
414,,BAJ9245,,PARTICULA,CLIENTE,VLEVE,,,,
415,,EJY5521,,HIPER TRANSPORTE,CLIENTE,CAVMEC,,,,
416,,OFV9459,,H&R TRANSPORTES,CLIENTE,UTILIT,,,,
417,,OTS8796,,MSR TRANSP ,CLIENTE,MOTO,,,,
418,,MRW8946,,AUTOPORT,CLIENTE,CSC,,,,
419,,MTD9319,,AUTOPOT,CLIENTE,CAVMEC,,,,
420,,QVE8635,,PARTICULAR,PROPRIO,BAU,,,,
421,,JWA1241,,,PROPRIO,UTILIT,,,,
422,,NSZ6945,,RESTO. VITORIA REGIA,FORNECEDOR,UTILIT,,,,
423,,NSP9140,PRISMA ,PARTICULAR,PROPRIO,VLEVE,,,,
424,,OFW6636,,QUALITYSHIP,CLIENTE,MUNCK,,,,
425,,NIM3873,,,PROPRIO,VLEVE,,,,
426,,OTQ8965,,,PROPRIO,VLEVE,,,,
427,,JTI5375,,,FORNECEDOR,VLEVE,,,,
428,,JVK1712,,RENOP,FORNECEDOR,VLEVE,,,,
429,,JVK1712,,RENOP,FORNECEDOR,VLEVE,,,,
430,,NTC7968,,TBB CARGO,FORNECEDOR,3X4,CAM.BAU,,,
431,,PUG3849,,SOTREQ,FORNECEDOR,VLEVE,,,,
432,,NSN9637,,HAYZA LOG,CLIENTE,VLEVE,,,,
433,,HGJ8126,,SADA TRANSPORTES,CLIENTE,CAVMEC,,,,
434,,MAL2385,,ERVERSON PEREIRA,CLIENTE,CAVMEC,,,,
435,,MER9008,,ERVERSON PEREIRA,CLIENTE,CSC,,,,
436,,NPA5540,900,HASS PISCINAS,CLIENTE,BITREM,,,,
437,,NOR7334,,HAAS PISCINAS,CLIENTE,CAVMEC,,,,
438,,NOO1783,900,HAAS PISCINAS,CLIENTE,BITREM,,,,
439,,QEJ0772,,VIALE CONCESSIONARIA,CLIENTE,VLEVE,,,,
440,,FPL0855,,REDBULL,CLIENTE,VLEVE,,,,
441,,QDC8493,,DHL TRANSPORTES,FORNECEDOR,MOTO,,,,
442,,KER2558,1310,LINAVE,PROPRIO,BAU,,,,
443,,FUS0485,,REDBULL,CLIENTE,VLEVE,,,,
444,,DPB4731,,SADA TRANSPORTES,CLIENTE,CAVMEC,,,,
445,,GYX6711,447,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
446,,NSW3645,,CARTORIO MOURA PALHA,FORNECEDOR,MOTO,,,,
447,,ECM4394,,TRANSLOCOMOTIVA,CLIENTE,CAVMEC,,,,
448,,QDI5390,,TRANSGLOBAL,CLIENTE,CAVMEC,,,,
449,,EFU8296,788,TRANSGLOBAL,CLIENTE,CSC,,,,
450,,EJW4587,,TRANSLOCOMOTIVA,CLIENTE,CAVMEC,,,,
451,,EJW4728,,TRANSLOCOMOTIVA,CLIENTE,CSC,,,,
452,,EJW4792,,TRASLOCOMOTIVA,CLIENTE,CAVMEC,,,,
453,,EJW4736,,TRANSLOCOMOTIVA,CLIENTE,CSC,,,,
454,,DPE5207,576,TRANS ZERO,CLIENTE,CAVMEC,,,,
455,,DVT5406,576,TRANS ZERO,CLIENTE,CSC,,,,
456,,NTB2372,,CESARI,CLIENTE,UTILIT,,,,
457,,QDZ6849,,VIA MARCONI,CLIENTE,VLEVE,PALIO WEEKEND,,,
458,,KEU6460,1360,LINAVE,PROPRIO,BAU,,,,
459,,OQB5625,,TRANS. MARTINS,CLIENTE,TOCO,,,,
460,,OTZ9916,,TRANSGLOBAL,CLIENTE,VLEVE,RENALT CLIO,,,
461,,HNH9861,8526,DIST MARTINS,CLIENTE,3X4,CAM BAU,,,
462,,OGT2637,,TOTVS,FORNECEDOR,VLEVE,,,,
463,,JUN0117,,RECAPAGEM LIDER,FORNECEDOR,TOCO,CAM.TOCO,,,
464,,OTH4600,,LUBRIFIC,FORNECEDOR,VLEVE,VOYAGEM,,,
465,,PVZ3259,,TRANSPESMINAS,CLIENTE,UTILIT,,,,
466,,EJW4722,,TRANS LOCOMOTIVA,CLIENTE,CSC,,,,
467,,EJW4794,,TRANSLOCOMOTIVA,CLIENTE,CSC,,,,
468,,NYA1387,,,PROPRIO,VLEVE,,,,
469,,JVS4783,,,PROPRIO,VLEVE,FIESTA SEDAN,,,
470,,INN7148,,UNIUS LOG,CLIENTE,CAVMEC,,,,
471,,ISD4983,,UNIUS LOG,CLIENTE,BAU,,,,
472,,JXZ7335,,HAAS PISCINA,CLIENTE,CSC,,,,
473,,KBU8826,,TCL,CLIENTE,CAVMEC,,,,
474,,BWI9864,1082,TCL,CLIENTE,BAU,,,,
475,,MLE5600,,COOPERCARGA,CLIENTE,CAVMEC,,,,
476,,OCA1268,SAVERO,MACATRON,FORNECEDOR,UTILIT,,,,
477,,MJT8385,,COOPERCARGA,CLIENTE,BAU,,,,
478,,BWI9869,1122,TCL,CLIENTE,BAU,,,,
479,,EJY9517,,TCL,CLIENTE,BAU,,,,
480,,LYO3984,,TRANSGLOBAL,FORNECEDOR,CAVMEC,,,,
481,,EFV7520,,TRANSGLOBAL,FORNECEDOR,CSC,,,,
482,,NOX2706,,TCL,CLIENTE,CAVMEC,,,,
483,,BWI9863,1102,TCL,CLIENTE,BAU,,,,
484,,HHK1321,,MULTI SERVICE,FORNECEDOR,TRUCK,,,,
485,,OTA8355,,QUALITYSHIP,FORNECEDOR,TRUCK,,,,
486,,MWM9631,,WHITE MARTINS,FORNECEDOR,TRUCK,,,,
487,,JWI0218,5848,TCL,CLIENTE,BAU,,,,
488,,JJC0304,,DIRECIONAL,CLIENTE,TOCO,,,,
489,,MJL3380,,TRANSGLOBAL,CLIENTE,CAVMEC,,,,
490,,MLA2541,,TRANGLOBAL,CLIENTE,CSC,,,,
491,,PQY5565,,TRANSZILLI,CLIENTE,CAVMEC,,,,
492,,PQY7595,,TRANSZILLI,CLIENTE,BAU,,,,
493,,ELQ4215,822,TRANSGLOBAL,CLIENTE,CSC,,,,
494,,PQV3058,,TRNSZILLI,CLIENTE,CAVMEC,,,,
495,,FNM8378,,TRANSZILLI,CLIENTE,BAU,,,,
496,,NAY7779,BAU,MAGALHAESLOGISTICA,CLIENTE,BAU,,,,
497,,GXA6587,,TRANSGLOBAL,CLIENTE,CAVMEC,,,,
498,,HOA1113,,T.0GLOBAL,CLIENTE,CSC,PRANCHA,,,
499,,DJF1283,,AMAZONGLOBAL,CLIENTE,BAU,,,,
500,,JXA5685,,LUBRIFIC,FORNECEDOR,TRUCK,CAM TANQUE,,,
501,,JZC0528,,LUBRIFIC,FORNECEDOR,TRUCK,TANQUE,,,
502,,NEI1941,,LOCAVEL,CLIENTE,UTILIT,,,,
503,,NSE1411,CONA,PARTICULAR,PROPRIO,VLEVE,,,,
504,,QDS4648,RANGER,POLICIA MILITAR,CLIENTE,UTILIT,,,,
505,,JVB5322,PLATAFORMA,JE DAIBES TRANSP,CLIENTE,TRUCK,,,,
506,,610537,,MAIKA DIESEL,CLIENTE,TOCO,3X4,,,
507,,OTL4692,,,PROPRIO,VLEVE,,,,
508,,OTY5108,,MAIKADISEL,CLIENTE,UTILIT,,,,
509,,NTB5163,,PARTICULAR,CLIENTE,VLEVE,,,,
510,,JUI5954,,AGERADORA,CLIENTE,MUNCK,,,,
511,,JUY8733,MOTO,PARTICULAR,PROPRIO,MOTO,,,,
512,,MQF3461,,FARINORTE,CLIENTE,BITREM,,,,
513,,NEQ3542,,,PROPRIO,VLEVE,,,,
514,,HKH0712,270,SADA,CLIENTE,CAVMEC,,,,
515,,HKI3774,270,SADA,CLIENTE,CEGSC,,,,
516,,NSQ8883,1,SEGURANCA,PROPRIO,MOTO,SEGURANCA,,,
517,,DVT7653,JP37,SADA TRANSP,CLIENTE,CAVMEC,,,,
518,,OSZ3288,5,TRANSPUAN,PROPRIO,CAVMEC,,,,
519,,DPE5317,JP37,SADA TRANSP,CLIENTE,CEGSC,,,,
520,,OQZ7375,4795,SADA TRANSP,CLIENTE,CAVMEC,,,,
521,,HHF4713,4795,SADA TRANSP,CLIENTE,CEGSC,,,,
522,,QDA0634,,MOTO TAXI,FORNECEDOR,MOTO,,,,
523,,KEZ3947,,HEDUC,FORNECEDOR,MUNCK,,,,
524,,FNT8110,8110,TNT,CLIENTE,TOCO,3X4,,,
525,,NOZ0948,75,TRA TRANSPORTE,CLIENTE,TOCO,3X4,,,
526,,JTN5942,,AMAZON TRANSP,CLIENTE,3X4,,,,
527,,JUU8847,PALIO,,PROPRIO,VLEVE,,,,
528,,QDU3700,,GRANERO ,CLIENTE,TOCO,3X4,,,
529,,GGG0000,,HP LOG,PROPRIO,VLEVE,,,,
530,,FHB9137,,TCL,CLIENTE,BAU,,,,
531,,BWI9859,,TCL,CLIENTE,CAVMEC,,,,
532,,JJV1477,,,CLIENTE,VLEVE,,,,
533,,JXB1602,559,TCL,CLIENTE,BAU,,,,
534,,EKH3768,,TCL,CLIENTE,BAU,,,,
535,,JTG1384,,,FORNECEDOR,VLEVE,,,,
536,,JXG2857,,,CLIENTE,MOTO,,,,
537,,NHO2694,,KAIROS MOTORES,FORNECEDOR,MUNCK,,,,
538,,JXB1592,569,TCL,CLIENTE,BAU,,,,
539,,JWG9106,5658,TCL,CLIENTE,BAU,,,,
540,,OTQ9664,,SO FILTRO,FORNECEDOR,UTILIT,,,,
541,,QDH1511,,,PROPRIO,UTILIT,,,,
542,,NST9360,,IDEFLOR BIO,CLIENTE,VLEVE,,,,
543,,EJY9522,,TCL,CLIENTE,BAU,,,,
544,,JXA2503,6088,TCL,CLIENTE,BAU,,,,
545,,JXA5361,189,TCL,CLIENTE,BAU,,,,
546,,OTX6358,,TRANSGLOBAL,FORNECEDOR,TRUCK,,,,
547,,OGW9765,,TRANSZILLI,CLIENTE,CAVMEC,,,,
548,,PQU2575,,TRANSZILLI,CLIENTE,BAU,,,,
549,,NOR2126,,TRA CARGA EXPRESS,CLIENTE,CAVMEC,,,,
550,,PHF0773,,TRA CARGA EXPRESS,CLIENTE,CSC,,,,
551,,OFQ9252,CELTA ,ESPAÇO VERDE ,CLIENTE,VLEVE,,,,
552,,NPA9411,,TRA CARGA EXPRESS,CLIENTE,BAU,,,,
553,,JVJ1158,,LC LOCAÇAO3,CLIENTE,VLEVE,,,,
554,,OAO0538,,PIONEIRO,CLIENTE,CAVMEC,,,,
555,,HZF3552,,PARTICULAR,FORNECEDOR,TRUCK,,,,
556,,BWI9881,1252,TCL,CLIENTE,BAU,,,,
557,,BWI9861,1022,TCL,CLIENTE,BAU,,,,
558,,BWI9868,1112,TCL,CLIENTE,BAU,,,,
559,,CUD0057,302,TCL,CLIENTE,BAU,,,,
560,,FHB9143,,TCL,CLIENTE,BAU,,,,
561,,PHF8140,,PIONEIRO,CLIENTE,CAVMEC,,,,
562,,PHC1408,,PIONEIRO,CLIENTE,BITREM,,,,
563,,PHC1378,,PIONEIRO,CLIENTE,BITREM,,,,
564,,EJY9512,,TCL,CLIENTE,CSC,,,,
565,,BWI9887,1282,TCL,CLIENTE,CSC,,,,
566,,NET2999,,,PROPRIO,VLEVE,,,,
567,,FHB9136,,TCL,CLIENTE,CSC,,,,
568,,JUT1625,,PARTICULAR,PROPRIO,VLEVE,,,,
569,,HVJ5147,401,TRANS ZERO,CLIENTE,CAVMEC,,,,
570,,ETP6322,401,TRANS ZERO,CLIENTE,CEGSC,,,,
571,,CXA8186,,FORTE LEVE,CLIENTE,CAVMEC,,,,
572,,MRQ6840,,FORTE LEVE,CLIENTE,CSC,,,,
573,,QDM6697,,DECA,CLIENTE,UTILIT,,,,
574,,OBT6786,835,TGLOBAL,CLIENTE,CAVMEC,,,,
575,,EWU4494,835,TGLOBAL,CLIENTE,CSC,,,,
576,,OTJ0689,,EMBRATEL,PROPRIO,VLEVE,,,,
577,,NSK5025,,PARTICULAR,PROPRIO,VLEVE,,,,
578,,NTC8975,,SAMUK,CLIENTE,UTILIT,,,,
579,,ONA5545,,TRANSZILLI,CLIENTE,CAVMEC,,,,
580,,OTQ6932,,TRANSZILLI,CLIENTE,BAU,FRIGURIFICO,,,
581,,JTV5411,,SAMUNCK,FORNECEDOR,MUNCK,,,,
582,,OTG3529,1,MOTOTAXI,PROPRIO,MOTO,,,,
583,,NVD2441,,CERAMA,CLIENTE,CAVMEC,,,,
584,,HUA9890,,CERAMA,CLIENTE,CSC,,,,
585,,NRC5344,,CERAMA,CLIENTE,CAVMEC,,,,
586,,HWG7794,,CERAMA,CLIENTE,CSC,,,,
587,,ACL7613,,LOGSERVICE,FORNECEDOR,TRUCK,CAINHAO,,,
588,,NSY4050,,TOP LUBRIFICANTE,FORNECEDOR,VLEVE,,,,
589,,HFD4008,,SADA TRANSPORTE,CLIENTE,CAVMEC,,,,
590,,BXF4008,1167,SADA,CLIENTE,CSC,,,,
591,,GKT6458,1029,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
592,,OPR7910,,JABREU TRANSPORTES,FORNECEDOR,TRUCK,CAM PLATAFORMA,,,
593,,OBY9175,,FARINORTE,CLIENTE,CAVMEC,,,,
594,,CZJ7783,,PARTICULAR,CLIENTE,3X4,CAM 3X4,,,
595,,CZJ7783,,PARTICULAR,CLIENTE,3X4,CAM 3X4,,,
596,,OTS7495,,TREVO SERVICO,FORNECEDOR,UTILIT,,,,
597,,JWE0214,,PARTICULAR,PROPRIO,VLEVE,TOYOTA COROLA,,,
598,,JUM6987,,PARTICULAR,FORNECEDOR,VLEVE,,,,
599,,JII8590,,HC PNEUS,FORNECEDOR,UTILIT,,,,
600,,MWK2990,,MASTEC,CLIENTE,TOCO,CAMINHAO,,,
601,,JVK1021,,MASTEC,CLIENTE,VLEVE,,,,
602,,EFU9189,,TRANSGLOBAL,CLIENTE,TRUCK,,,,
603,,JVY0751,,TRANSGLOBAL,CLIENTE,TOCO,,,,
604,,NSN1918,,UBER,PROPRIO,VLEVE,,,,
605,,HBZ7521,,TRANS PES,CLIENTE,CAVMEC,,,,
606,,EJV8011,,TRANS PES,CLIENTE,CSC,CARRETA,,,
607,,OFV9582,,SP CONTABILIDADE,PROPRIO,VLEVE,,,,
608,,KEH6354,,TCL,CLIENTE,CAVMEC,,,,
609,,JWG9116,,TCL,CLIENTE,BAU,,,,
610,,JWN7377,8348,TCL,CLIENTE,BAU,,,,
611,,KET1645,1210,LINAVE,PROPRIO,BAU,,,,
612,,NWM9631,,WHITE MARTINS,FORNECEDOR,TRUCK,,,,
613,,ALO3780,,TRANSGLOBAL,CLIENTE,CAVMEC,,,,
614,,ABP8346,,TRANSGLOBAL,CLIENTE,CSC,,,,
615,,QDD3389,,RECAPAGEM LIDER,CLIENTE,3X4,,,,
616,,GLQ5021,,PARTICULAR,PROPRIO,CSC,,,,
617,,JUS0790,1040,LINAVE,PROPRIO,CSC,,,,
618,,2062916,,FACCHINI,CLIENTE,UTILIT,,,,
619,,OTZ3300,,PARTICULAR ,PROPRIO,VLEVE,,,,
620,,GTA0937,,M.E MOVEIS ,PROPRIO,VLEVE,,,,
621,,JUR1396,,SUPER GASBRAS,FORNECEDOR,UTILIT,,,,
622,,HZD4989,,T.GLOBAL,CLIENTE,TRUCK,,,,
623,,JTT4498,650,LINAVE,PROPRIO,CSC,,,,
624,,QDK5472,,ANVISA ,PROPRIO,VLEVE,,,,
625,,NMQ8721,SIENA,MICRODATA,PROPRIO,VLEVE,,,,
626,,OBT5677,,,PROPRIO,VLEVE,,,,
627,,OFL5778,,CIDADE LIMPA,FORNECEDOR,TRUCK,CAM PLATAFORMA,,,
628,,NSF7554,,TAXI,PROPRIO,VLEVE,,,,
629,,JVU2557,,PARTICULAR,PROPRIO,UTILIT,,,,
630,,AHF2314,,PARTICULA,PROPRIO,VLEVE,,,,
631,,OTC8791,,HIDRAULICA FEDERAL,FORNECEDOR,TOCO,CAMINHAO,,,
632,,JXA2883,,TCL,CLIENTE,CAVMEC,,,,
633,,CUD0077,322,TCL,CLIENTE,BAU,,,,
634,,OTZ9170,,PARTICULAR,PROPRIO,VLEVE,,,,
635,,OTX1277,,LL TRANSPORTES,CLIENTE,VLEVE,,,,
636,,JVZ7608,,AMAZON DRYPORT,CLIENTE,CAVMEC,,,,
637,,OFO3011,,AMAZON DRYPORT,CLIENTE,CSC,,,,
638,,NSW6162,,AMAZON DRYPORT,CLIENTE,CAVMEC,,,,
639,,OFP6921,,AMAZON DRYPORT,CLIENTE,CSC,,,,
640,,OTF4610,,LL TRANSPORTES,CLIENTE,TRUCK,CAM BAU,,,
641,,IYU0620,,UNIUS LOG,CLIENTE,CAVMEC,,,,
642,,IVU6003,,UNIUS LOG,CLIENTE,BAU,,,,
643,,NTA9841,,FORTINTAS,FORNECEDOR,TOCO,CAM BAU,,,
644,,JTA5972,,EDUARTE RODRIGUES,FORNECEDOR,UTILIT,,,,
645,,OBU9748,,PARTICULAR,PROPRIO,VLEVE,,,,
646,,NSF9702,,PARTICULAR,PROPRIO,MOTO,,,,
647,,JWB1562,,REFRIGERACAO MORES,FORNECEDOR,UTILIT,,,,
648,,JWB1562,,REFRIGERACAO MORAES,FORNECEDOR,UTILIT,,,,
649,,OVS8223,,CORREIOS,FORNECEDOR,UTILIT,,,,
650,,OQK2987,597,SADA TRANSPORTES,CLIENTE,CAVMEC,,,,
651,,PWU6352,597,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
652,,HXF5454,,TRANSLOCOMOTIVA,CLIENTE,GUIND,,,,
653,,OBY1963,,AC PARCERIA,CLIENTE,VLEVE,,,,
654,,OSX4886,,TOP TRAOT,FORNECEDOR,VLEVE,GOL,,,
655,,EJY9527,,TCL,CLIENTE,BAU,,,,
656,,EJW4963,,TRANSLOCOMOTIVA,CLIENTE,CSC,,,,
657,,OFJ7249,,PETILLO,FORNECEDOR,UTILIT,,,,
658,,JUE0796,,QUALITYSHIP,FORNECEDOR,MUNCK,CAM PLATAFORMA,,,
659,,OWS0560,639,SADA TRANSP,CLIENTE,CAVMEC,,,,
660,,HLZ0520,639,SADA TRANSP,CLIENTE,CEGSC,,,,
661,,EUJ4470,UNO,TAXISTA ,CLIENTE,VLEVE,,,,
662,,JVB3291,,BARATAO DAS BATERIAS,FORNECEDOR,VLEVE,SIENA,,,
663,,IRY4524,,UNIUS LOG,CLIENTE,CAVMEC,,,,
664,,IRN5560,,UNIUS LOG,CLIENTE,CSC,,,,
665,,MAR4969,,COOPERCARGA,CLIENTE,CAVMEC,,,,
666,,JWA4717,,PARTICULAR,PROPRIO,VLEVE,,,,
667,,CBS0711,930,LINAVE,CLIENTE,BAU,,,,
668,,OLZ5790,579,SADA,CLIENTE,CAVMEC,,,,
669,,HHA0579,579,SADA,CLIENTE,CEGSC,,,,
670,,QTI3951,,CORREIOS ,FORNECEDOR,MOTO,,,,
671,,ADENILT,MOTO,SO FILTROS ,FORNECEDOR,MOTO,,,,
672,,QDP1448,MOTO,SO FILTROS,FORNECEDOR,MOTO,,,,
673,,QDQ0571,3X4,BOA ESPERANÇA,FORNECEDOR,TOCO,,,,
674,,KUX2224,,UNIUS LOG,CLIENTE,CSC,,,,
675,,QHM0513,,UNIUS LOG,CLIENTE,CSC,,,,
676,,QEL7152,,PARTICULAR,PROPRIO,VLEVE,,,,
677,,OQT7755,,TRELSA,CLIENTE,TRUCK,CAM TANQUE,,,
678,,GVQ8130,,TRANSPES ,CLIENTE,CSC,,,,
679,,MLE4666,,COOPERCARGA,CLIENTE,BAU,,,,
680,,HDY0683,683,SADA TRANSP,CLIENTE,CAVMEC,,,,
681,,HNX0683,863,SADA ,CLIENTE,CEGSC,,,,
682,,EJW4725,,TRANSLOCOMOTIVA,CLIENTE,CSC,,,,
683,,PYB6190,,SOTREQ,CLIENTE,VLEVE,,,,
684,,OQV3613,333,SADA TRANSP,CLIENTE,CAVMEC,,,,
685,,OQT2833,333,SADA TRANSP,CLIENTE,CEGSC,,,,
686,,OQB8498,232,SADA TRANSP,CLIENTE,CAVMEC,,,,
687,,HMF9019,232,SADA TRANSP,CLIENTE,CEGSC,,,,
688,,GYI5348,629,SADA TRANSP,CLIENTE,CAVMEC,,,,
689,,HKW5674,629,SADA TRANSP,CLIENTE,CEGSC,,,,
690,,EVO3730,,CANAA TRANSPORTES,CLIENTE,CAVMEC,,,,
691,,HNR2213,465,SADA TRANSP,CLIENTE,CEGSC,,,,
692,,OWL9771,,SADA,CLIENTE,CAVMEC,,,,
693,,HKH0119,,SADA,CLIENTE,CEGSC,,,,
694,,OTZ6026,ETIOS,PROCAMERA ,FORNECEDOR,VLEVE,,,,
695,,OTN1816,,CONTROL MAX,FORNECEDOR,MOTO,,,,
696,,OAC3228,,TRA TRANSP,CLIENTE,BAU,,,,
697,,QDT3601,3X4,MAGMA,FORNECEDOR,TOCO,,,,
698,,OWS5351,,TRANSPES,CLIENTE,CAVMEC,,,,
699,,OWZ5351,,TRANSPES,CLIENTE,CAVMEC,,,,
700,,JXA2283,,TCL,CLIENTE,CAVMEC,,,,
701,,BWI9865,1072,TCL,CLIENTE,BAU,,,,
702,,OTQ8451,,SADA TRANSPORTE,FORNECEDOR,CAVMEC,,,,
703,,PWJ0216,JP27,SADA TRANSPORTE,FORNECEDOR,CEGSC,,,,
704,,OOZ0460,,SADATRANSPORTE,FORNECEDOR,CEGSC,,,,
705,,HFD4216,214,SADA TRANSPORTE,FORNECEDOR,CEGSC,,,,
706,,OOV8765,280,SADA TRANSPORTE,FORNECEDOR,CEGSC,,,,
707,,OOV8765,,SADATRANSPORTE,FORNECEDOR,CAVMEC,,,,
708,,OOV8765,,SADA,FORNECEDOR,CAVMEC,,,,
709,,OOV8765,,SADA,FORNECEDOR,CAVMEC,,,,
710,,HKH0176,280,SADA TRANSPORTE,FORNECEDOR,CEGSC,,,,
711,,OQT7455,,AC PARCERIA,PROPRIO,BITREM,,,,
712,,NXA1387,,LINAVE,PROPRIO,VLEVE,,,,
713,,HIL2620,419,SADA TRANSPORTES,FORNECEDOR,CAVMEC,,,,
714,,OPJ5093,419,SADA TRANSPORTES,FORNECEDOR,CEGSC,,,,
715,,HBM0673,,PARTICULAR ,PROPRIO,VLEVE,,,,
716,,JVE4048,,,PROPRIO,VLEVE,,,,
717,,JWN2027,8268,TCL,CLIENTE,BAU,,,,
718,,SUBSTITUIR,,AGREGADOR TRANSPES,CLIENTE,CAVMEC,,,,
719,,HIM1852,,TRANSPES,CLIENTE,CAVMEC,,,,
720,,EJV7996,,TRANSPES,CLIENTE,CSC,,,,
721,,EJZ8639,681,SADA TRANSPORTE,CLIENTE,CAVMEC,,,,
722,,BXF3602,681,SADA TRANSPORTE,CLIENTE,CEGSC,,,,
723,,HDW5720,733,SADA TRANSPORTE,CLIENTE,CAVMEC,,,,
724,,DPC5660,733,SADA TRANSPORTE,CLIENTE,CEGSC,,,,
725,,IQZ7922,339,SADA TRANSPORTE,CLIENTE,CAVMEC,,,,
726,,ISM9211,339,SADA TRANSPORTE,CLIENTE,CEGSC,,,,
727,,DUJ5560,383,SADA TRANSPORTE,CLIENTE,CAVMEC,,,,
728,,GSH3437,383,SADA TRANSPORTE,CLIENTE,CEGSC,,,,
729,,HFD2160,336,SADA TRANSPORTE,CLIENTE,CAVMEC,,,,
730,,HHH0336,336,SADA TRANSPORTE,CLIENTE,CEGSC,,,,
731,,HBZ1872,220,SADA TRANSPORTE,CLIENTE,CAVMEC,,,,
732,,OWZ4590,220,SADA TRANSPORTE,CLIENTE,CEGSC,,,,
733,,OWZ7061,JP21,SADA TRANSPORTE,CLIENTE,CAVMEC,,,,
734,,HNQ2031,JP21,SADA TRANSP,CLIENTE,CEGSC,,,,
735,,DPE4321,316,SADA TRANSPORTE,CLIENTE,CEGSC,,,,
736,,JXB0313,316,SADA TRANSPORTE,CLIENTE,CEGSC,,,,
737,,NRC8788,SR11,CERAMA,CLIENTE,CAVMEC,,,,
738,,HUC3625,SR11,CERAMA,CLIENTE,CSC,TANQUE,,,
739,,HGJ8377,JP19,SADA TRANSPORTE,CLIENTE,CAVMEC,,,,
740,,HGL4753,JP19,SADA TRANSPORTE,CLIENTE,CEGSC,,,,
741,,PEM7510,,SANCHES TRANSPORTES,FORNECEDOR,TRUCK,,,,
742,,JUM3383,,MF LOCACAO DE MUCK,FORNECEDOR,MUNCK,,,,
743,,OXN7855,,PARTICULAR,CLIENTE,UTILIT,,,,
744,,OTL9896,,PARTICULAR,CLIENTE,UTILIT,,,,
745,,PUG1699,,AUTO SOCORRO AGORA E JA,FORNECEDOR,MUNCK,CAM PLATAFORMA,,,
746,,HNB5287,,AUTO SOCORRO AGORA E JA,FORNECEDOR,MUNCK,CAM PLATAFORMA,,,
747,,EJW4703,,TRANS LOCOMOTIVA,CLIENTE,CAVMEC,,,,
748,,EFW2933,,TRANS LOCOMOTIVA,CLIENTE,CSC,PRANCHA,,,
749,,EJW4549,,TRANS LOCOMOTIVA,CLIENTE,CAVMEC,,,,
750,,CPJ7505,,TRANSLOCOMOTIVA,CLIENTE,CAVMEC,,,,
751,,KEY8394,1350,LINAVE,PROPRIO,BAU,,,,
